Created By Broughy1322,,"This sheet contains a variety of useful information about all vehicles in GTA 5, such as prices, numbers of seats, where they can be bought, etc. This does not focus on vehicle performance and is primarily for information.",,,,,,,,,,,,,,,,,,,
Class,Vehicle,Key Attributes,,,Performance Improvements,,,,Acquiring,,,Storing & Upgrading,,Race Availability,,,Added To GTA,,,Model IDs,Notes
SUVs,Baller (Old),AWD,4,Gallivanter,,,,,Traffic,0,Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,baller,
SUVs,Baller LE,AWD,4,Gallivanter,,,,,L.Motorsport,"149,000",4 Door Tab,Garage,LSC,✔,✔,✔,15/12,2015,Executives & Other Criminals,baller3,
SUVs,Baller LE (Armored),AWD,4,Gallivanter,,,,,L.Motorsport,"374,000",4 Door Tab,Garage,LSC,✔,✔,✔,15/12,2015,Executives & Other Criminals,baller5,
SUVs,Baller LE LWB,AWD,4,Gallivanter,,,,,L.Motorsport,"247,000",4 Door Tab,Garage,LSC,✔,✔,✔,15/12,2015,Executives & Other Criminals,baller4,
SUVs,Baller LE LWB (Armored),AWD,4,Gallivanter,,,,,L.Motorsport,"513,000",4 Door Tab,Garage,LSC,✔,✔,✔,15/12,2015,Executives & Other Criminals,baller6,
SUVs,Baller ST,AWD,4,Gallivanter,✔,,✔,,L.Motorsport,"890,000",4 Door Tab,Garage,LSC,✔,✔,✔,23/12,2021,The Contract,baller7,
SUVs,Baller ST-D,AWD,4,Gallivanter,✔,,✔,,L.Motorsport,"1,715,000",4 Door Tab,Garage,LSC & Property,✔,✔,✔,15/02,2024,Chop Shop,baller8,
SUVs,BeeJay XL,AWD,4,Karin,,,,,SSASA,"27,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,bjxl,
SUVs,Castigator,AWD,4,Canis,✔,,✔,,SSASA,"1,650,000",4 Door Tab,Garage,LSC,✔,✔,✔,03/07,2024,Bottom Dollar Bounties,castigator,
SUVs,Cavalcade,AWD,4,Albany,,,,,SSASA,"70,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,cavalcade2,
SUVs,Cavalcade (Old),AWD,4,Albany,,,,,SSASA,"60,000",Traffic Spawn,Garage,LSC,✔,,,17/09,2013,-,cavalcade,
SUVs,Cavalcade XL,AWD,4,Albany,✔,,✔,,SSASA,"1,665,000",4 Door Tab,Garage,LSC,✔,✔,✔,11/01,2024,Chop Shop,cavalcade3,
SUVs,Contender,AWD,4,Vapid,,,,,SSASA,"250,000",Luxury Tab,Garage,LSC,✔,✔,✔,26/07,2016,Cunning Stunts,contender,
SUVs,Dorado,AWD,4,Bravado,✔,,,,SSASA,"1,375,000",4 Door Tab,Garage,LSC,✔,✔,✔,21/12,2023,Chop Shop,dorado,
SUVs,Dubsta,AWD,4,Benefactor,✔,,,,Traffic,0,Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,dubsta,Tailgate spare wheel modification adds traction like a spoiler
SUVs,Dubsta 2,AWD,4,Benefactor,,,,,Traffic,0,Special Spawn,Garage,LSC,✔,,,17/09,2013,-,dubsta2,Identical to a regular Dubsta but doesn't get spare wheel mod for added traction
SUVs,Everon RS,AWD,2,Karin,✔,,✔,,L.Motorsport,"1,665,000",2 Door Tab,Garage,LSC,✔,✔,✔,17/06,2025,Money Fronts,everon3,
SUVs,FQ2,AWD,4,Fathom,,,,,SSASA,"50,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,fq2,
SUVs,Granger,AWD,8,Declasse,,,,,SSASA,"35,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,granger,
SUVs,Granger 3600LX,AWD,8,Declasse,✔,,✔,,SSASA,"2,000,000",Luxury Tab,Garage,LSC & Property,✔,✔,✔,27/01,2021,The Contract,granger2,Roof Rack modification adds traction like a spoiler
SUVs,Gresley,AWD,4,Bravado,,,,,SSASA,"29,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,gresley,
SUVs,Habanero,AWD,4,Emperor,,,,,SSASA,"42,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,habanero,
SUVs,Huntley S,AWD,4,Enus,,,,,L.Motorsport,"195,000",4 Door Tab,Garage,LSC,✔,✔,✔,13/05,2014,High Life,huntley,
SUVs,I-Wagen,AWD,4,Obey,✔,,✔,,SSASA,"1,720,000",Luxury Tab,Garage,LSC,✔,✔,✔,20/01,2022,The Contract,iwagen,
SUVs,Issi Rally,AWD,4,Weeny,DF=1.2,,✔,,SSASA,"1,835,000",4 Door Tab,Garage,LSC,✔,✔,✔,26/01,2023,Los Santos Drug Wars,issi8,"Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
SUVs,Issi Rally (HSW),AWD,4,Weeny,DF=1.2,,✔,,Upgrade,"2,485,000",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,26/01,2023,Los Santos Drug Wars,issi8_hsw,"Acquired by upgrading Issi Rally at Hao's Special Works. Has ""downforce"" handling line by default but a non-stock spoiler is still needed"
SUVs,Jubilee,AWD,4,Enus,✔,,✔,,L.Motorsport,"1,650,000",4 Door Tab,Garage,LSC & Property,✔,✔,✔,15/12,2021,The Contract,jubilee,
SUVs,Landstalker,AWD,4,Dundreary,,,,,SSASA,"58,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,landstalker,
SUVs,Landstalker XL,AWD,4,Dundreary,,,,,SSASA,"1,220,000",25 June 2026,Garage,LSC,✔,✔,✔,11/08,2020,Los Santos Summer Special,landstalker2,
SUVs,Mesa,AWD,4,Canis,,,,,Traffic,0,Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,"mesa, mesa2",
SUVs,Novak,AWD,4,Lampadati,✔,,,,L.Motorsport,"608,000",4 Door Tab,Garage,LSC,✔,✔,✔,07/11,2019,Diamond Casino & Resort,novak,
SUVs,Patriot,AWD,4,Mammoth,,,,,SSASA,"50,000",Luxury Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,patriot,
SUVs,Patriot Stretch,AWD,6,Mammoth,,,,,SSASA,"611,800",Luxury Tab,Garage,LSC,✔,✔,✔,24/07,2018,After Hours,patriot2,
SUVs,Radius,AWD,4,Vapid,,,,,SSASA,"32,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,radi,
SUVs,Rebla GTS,AWD,4,Ubermacht,✔,,✔,,L.Motorsport,"1,175,000",4 Door Tab,Garage,LSC,✔,✔,✔,12/12,2019,Diamond Casino Heist,rebla,No traction increase from lowered suspension but is helped by maximum camber
SUVs,Rocoto,AWD,4,Obey,,,,,SSASA,"85,000",Traffic Spawn,Garage,LSC,✔,,,17/09,2013,-,rocoto,
SUVs,Seminole,AWD,4,Canis,,,,,SSASA,"30,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,seminole,
SUVs,Seminole Frontier,AWD,4,Canis,✔,,,,SSASA,"678,000",25 June 2026,Garage,LSC,✔,✔,✔,11/08,2020,Los Santos Summer Special,seminole2,Deflector modifications adds traction like a spoiler
SUVs,Serrano,AWD,4,Benefactor,✔,,,,SSASA,"60,000",Traffic Spawn,Garage,LSC,✔,✔,✔,17/09,2013,-,serrano,
SUVs,Squaddie,AWD,4,Mammoth,✔,,✔,,Warstock,"1,130,000",Main Page,Garage,LSC,✔,✔,✔,04/02,2021,Cayo Perico Heist,squaddie,Bodywork modification adds traction like a spoiler
SUVs,Toros,AWD,4,Pegassi,✔,,,,L.Motorsport,"498,000",4 Door Tab,Garage,LSC,✔,✔,✔,18/12,2018,Arena War,toros,Front bumper modification adds traction like a spoiler
SUVs,Vivanite,AWD,4,Karin,✔,,✔,,SSASA,"960,000",4 Door Tab,Garage,LSC,✔,✔,✔,12/12,2023,Chop Shop,vivanite,
SUVs,Vivanite (HSW),AWD,4,Karin,✔,,✔,,Upgrade,"1,760,000",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,12/12,2023,Chop Shop,vivanite_hsw,Acquired by upgrading Vivanite at Hao's Special Works
SUVs,Woodlander,AWD,4,Karin,✔,,✔,,SSASA,"1,611,000",4 Door Tab,Garage,LSC,✔,✔,✔,17/06,2025,Money Fronts,woodlander,
SUVs,Woodlander (HSW),AWD,4,Karin,✔,,✔,,Upgrade,"2,511,000",LSCM Workshop,Garage,LSC & LSCM,✔,✔,✔,17/06,2025,Money Fronts,woodlander_hsw,
SUVs,XLS,AWD,4,Benefactor,,,,,L.Motorsport,"253,000",4 Door Tab,Garage,LSC,✔,✔,✔,07/06,2016,Finance and Felony,xls,
SUVs,XLS (Armored),AWD,4,Benefactor,,,,,L.Motorsport,"522,000",4 Door Tab,Garage,LSC,✔,✔,✔,07/06,2016,Finance and Felony,xls2,
Utility,Airtug,FWD,2,HVY,,,,,-,-,-,-,-,✔,✔,✔,17/09,2013,-,airtug,
Utility,Caddy,RWD,2,Nagasaki,,,,,-,-,-,-,-,✔,✔,✔,17/09,2013,-,caddy,
Utility,Caddy (Bunker),RWD,2,Nagasaki,,,,,Property,"120,000",Listed Source,Bunker,-,,✔,✔,13/06,2017,Gunrunning,caddy3,
Utility,Caddy (Civilian),RWD,2,Nagasaki,,,,,Property,"85,000",Listed Source,Bunker,-,,,,17/09,2013,-,caddy2,
Utility,Docktug,RWD,1,HVY,,,,,-,-,-,-,-,,,,17/09,2013,-,docktug,
Utility,Fieldmaster,RWD,1,Stanley,,✔,,,-,-,-,-,-,✔,✔,✔,17/09,2013,-,"tractor2, tractor3",
Utility,Forklift,RWD,1,HVY,,,,,-,-,-,-,-,,,,17/09,2013,-,forklift,
Utility,Keitora,RWD,2,Shitzu,,,✔,,SSASA,"810,000",2 Door Tab,Garage,LSC,✔,,,26/02,2026,A Safehouse in the Hills,keitora,
Utility,Lawn Mower,FWD,1,Jack Sheepe,,,,,-,-,-,-,-,✔,✔,✔,17/09,2013,-,mower,
Utility,Ripley,RWD,2,-,,,,,-,-,-,-,-,,✔,✔,17/09,2013,-,ripley,
Utility,Sadler,AWD,4,Vapid,,,,,SSASA,"35,000",Off-Road Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,"sadler, sadler2",
Utility,Scrap Truck,RWD,2,-,,,,,-,-,-,-,-,,✔,✔,17/09,2013,-,scrap,
Utility,Slamtruck,RWD,2,Vapid,,,,,SSASA,"1,310,000",2 Door Tab,Garage,LSC,✔,✔,✔,21/01,2021,Cayo Perico Heist,slamtruck,
Utility,Tow Truck (Large),RWD,2,Vapid,,,,,-,-,-,-,-,,,,17/09,2013,-,towtruck,Only available in single player
Utility,Tow Truck (Salvage Yard),RWD,2,Vapid,,,,,Property,"1,100,000",Listed Source,Salvage Yard,Property,,,,12/12,2023,Chop Shop,"towtruck3, towtruck4",Both beater and clean versions perform identically
Utility,Tow Truck (Small),RWD,2,Vapid,,,,,-,-,-,-,LSC,,,,17/09,2013,-,towtruck2,"Has access to upgrades in LSC in single player, which is the only place it's available"
Utility,Tractor,RWD,1,Stanley,,,,,Unlock,0,Arena Levels,Pegasus,-,,,,17/09,2013,-,tractor,Unlocked at Arena Sponsorship Tier 1000
Utility,Utility Truck (Cargo),RWD,2,Brute,,,,,-,-,-,-,-,,,,17/09,2013,-,utillitruck2,
Utility,Utility Truck (Cherry Picker),RWD,2,Brute,,,,,-,-,-,-,-,,,,17/09,2013,-,utillitruck,
Utility,Utility Truck (Pickup),RWD,2,Vapid,,,,,-,-,-,-,-,,,,17/09,2013,-,utillitruck3,
Vans,Armored Boxville,RWD,5,Brute,,,,,Warstock,"1,300,000",Main Page,Warehouse,-,,✔,✔,13/12,2016,Import/Export,boxville5,
Vans,Bison,AWD,6,Bravado,,,,,SSASA,"30,000",Off-Road Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,"bison, bison2, bison3",
Vans,Bobcat XL,RWD,2,Vapid,,,,,SSASA,"23,000",Luxury Tab,Garage,LSC,✔,,,17/09,2013,-,bobcatxl,
Vans,Boxville,RWD,4,Brute,,,,,Warstock,"59,850",Main Page,Pegasus,-,✔,✔,✔,17/09,2013,-,"boxville, boxville2, boxville3, boxville4, boxville6",
Vans,Bugstars Burrito,RWD,4,Declasse,,,,,Warstock,"598,500",Main Page,Garage,LSC,✔,,,17/09,2013,-,burrito2,
Vans,Burrito,RWD,4,Declasse,,,,,-,-,-,-,-,,,,17/09,2013,-,"burrito, burrito3, burrito4, burrito5",
Vans,Camper,FWD,2,Brute,,,,,-,-,-,-,-,✔,✔,✔,17/09,2013,-,camper,
Vans,Clown Van,RWD,4,Vapid,,,,,Unlock,0,Arena Levels,Pegasus,-,✔,,,17/09,2013,-,speedo2,Unlocked at Arena Sponsorship Tier 75
Vans,Gang Burrito,RWD,4,Declasse,✔,,,,SSASA,"86,450",4 Door Tab,Garage,LSC,✔,✔,✔,10/03,2015,Heists,gburrito2,
Vans,Gang Burrito (Lost),RWD,4,Declasse,,,,,-,-,-,-,-,,✔,✔,17/09,2013,-,gburrito,
Vans,Journey,FWD,6,Zirconium,,,,,Warstock,"15,000",Main Page,Pegasus,-,✔,✔,✔,17/09,2013,-,journey,
Vans,Journey II,FWD,6,Zirconium,,,,,SSASA,"790,000",4 Door Tab,Garage,LSC,✔,,,13/12,2022,Los Santos Drug Wars,journey2,
Vans,Minivan,AWD,4,Vapid,,,,,SSASA,"30,000",4 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,minivan,
Vans,Minivan Custom,AWD,4,Vapid,✔,,,,Upgrade,"360,000",Benny's Workshop,Garage,LSC,✔,✔,✔,12/04,2016,Lowriders: Custom Classics,minivan2,Acquired by upgrading Minivan in Benny's
Vans,Paradise,RWD,4,Bravado,,,,,SSASA,"25,000",4 Door Tab,Garage,LSC,✔,✔,✔,19/11,2013,Beach Bum,paradise,
Vans,Pony,RWD,4,Brute,,,,,-,-,-,-,-,✔,,,17/09,2013,-,pony,
Vans,Pony (SOTW),RWD,4,Brute,,,,,Unlock,0,Career Progress,Garage,Facility,✔,,,17/09,2013,-,pony2,Unlocked at Money Fronts Career Progress Tier 4
Vans,Rumpo,RWD,4,Bravado,,,,,SSASA,"13,000",Off-Road Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,"rumpo, rumpo2",
Vans,Rumpo Custom,AWD,4,Bravado,,,,,SSASA,"130,000",4 Door Tab,Garage,LSC,✔,✔,✔,07/06,2016,Finance and Felony,rumpo3,
Vans,Speedo,RWD,4,Vapid,,,,,Traffic,0,Traffic Spawn,Garage,MOC,✔,✔,✔,17/09,2013,-,speedo,
Vans,Speedo Custom,RWD,4,Vapid,,,,,Property,0,Listed Source,Nightclub,Property,✔,✔,✔,24/07,2018,After Hours,"speedo4, speedo5",Only available with purchase of Nightclub
Vans,Surfer,RWD,2,BF,,,,,SSASA,"11,000",2 Door Tab,Garage,LSC,✔,✔,✔,17/09,2013,-,surfer,
Vans,Surfer Beater,RWD,2,BF,,,,,Traffic,0,Traffic Spawn,Garage,LSC,✔,,,17/09,2013,-,surfer2,
Vans,Surfer Custom,RWD,4,BF,,,,,SSASA,"590,000",4 Door Tab,Garage,LSC,✔,,,13/12,2022,Los Santos Drug Wars,surfer3,
Vans,Taco Van,RWD,1,Brute,,,,,Warstock,"345,000",Main Page,Pegasus,-,✔,✔,✔,17/09,2013,-,taco,Made available to purchase online with Agents Of Sabotage update
Vans,Youga,RWD,2,Bravado,,,,,SSASA,"16,000",2 Door Tab,Garage,LSC,✔,,,17/09,2013,-,youga,
Vans,Youga Classic,RWD,4,Bravado,✔,,,,SSASA,"195,000",4 Door Tab,Garage,LSC,✔,✔,✔,22/11,2016,Bikers,youga2,Tailgate spare wheel modification adds traction like a spoiler
Vans,Youga Classic 4x4,RWD,4,Bravado,✔,,,,Upgrade,"1,288,000",Benny's Workshop,Garage,LSC,✔,✔,✔,11/08,2020,Los Santos Summer Special,youga3,Acquired by upgrading Youga Classic in Benny's
Vans,Youga Custom,RWD,4,Vapid,,,✔,,Unlock,0,Career Progress,Garage,LSC,✔,,,15/12,2021,The Contract,"youga4, youga5",Unlocked at The Contract Career Progress Tier 4
